id,can_smiles,ac
CHEMBL1092571,CC1CN(C(=O)C2CN(C3CCC3)CC2c2ccc(F)cc2F)CC(C)C1(O)c1ccccc1,1
CHEMBL493679,CC(C)(C)CCN1CCC(CNC(=O)c2ccc(Cl)c(Cl)c2)CC1,1
CHEMBL554506,COC1CCN(S(=O)(=O)c2ccc(-c3ccc(CCN4CCCC4C)cc3)cc2)CC1,1
CHEMBL206115,NC(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CC1,1
CHEMBL3099953,O=c1ccc2cccc(OCC(O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2[nH]1,1
CHEMBL2010851,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1F,1
CHEMBL1289094,CCC(O)(c1cn(Cc2ccc3c(-c4ccccc4)c(C(C)(C)O)sc3c2)nn1)C(F)(F)F,1
CHEMBL198387,CC(C)(C)C1CCC2(CC1)CCN(c1ccc(OC(F)(F)F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,1
CHEMBL3617456,Nc1nc(N2CCC(N)CC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,1
CHEMBL409224,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccc(Cl)cc1)CC2,1
CHEMBL487708,O=C(C1CC1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3ccn[nH]3)cc(C(F)(F)F)c2)CC1,1
CHEMBL1645172,Cc1ccc2nc(CN3CCN(C(=O)CC(c4ccccc4)c4ccc(F)cc4)CC3)oc2c1,1
CHEMBL472289,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)OCC(=O)N5C)CC3)cccc2n1,1
CHEMBL1782376,CC(C)C1(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)CCC(NC2C3CCCC2COC3)C1,1
CHEMBL270314,Cc1cc(C)n(-c2cc(NC(=O)CCN3CCC(N(C)C)C3)nc(-c3ccc(C)o3)n2)n1,1
CHEMBL295559,c1ccc(-c2[nH]c3ccccc3c2C2CCNCC2)cc1,1
CHEMBL1086534,CCOC(=N)c1ccc(-c2ccc3cc(CCN4CCCC4C)ccc3n2)s1,1
CHEMBL221906,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
CHEMBL1086274,COc1cccc(F)c1CC(c1ccccc1)N1CCNCC1,1
CHEMBL1910295,O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cccc(Cl)c1Cl)C1CC1,1
CHEMBL563779,COc1cccc2c1OC(c1ccc(OCCCN3CCCC3C)cc1)C(C)S2(=O)=O,1
CHEMBL560863,COc1cccc2c1OC(c1ccc(OCCCN3CCCC3C)cc1)C(C)S2(=O)=O,1
CHEMBL256477,CCc1nn(C)c2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,1
CHEMBL1215691,N#Cc1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c2ccc(F)cc2)cc1,1
CHEMBL224918,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cncn4)ccc2-3)cs1)COc1ccccc1,1
CHEMBL42557,c1ccc(-c2[nH]c3ccccc3c2C2CCCNC2)cc1,1
CHEMBL1642191,COc1cc(/C=C/c2nc(N)c3c4c(sc3n2)CCCCC4)ccc1-n1cnc(C)c1,1
CHEMBL224968,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,1
CHEMBL1834784,CCOC(=O)C1CCC(N2CC(NC(=O)CNc3nn(C4CCCC4)c4ccc(C(F)(F)F)cc34)C2)CC1,1
CHEMBL508712,Cc1cccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12,1
CHEMBL186482,COC(=O)Cc1ccc(CNC(=O)C2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1,1
CHEMBL568361,CC(O)(c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,1
CHEMBL3609624,COc1cc(-c2cn(C3CCc4ccccc4N(CCF)C3=O)nn2)ccc1-n1cnc(C)c1,1
CHEMBL453630,CNC(C)c1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,1
CHEMBL1834757,Cc1cccc(Nc2nc(NC3CCCNC3)ncc2C(N)=O)c1,1
CHEMBL1834758,Cc1cccc(Nc2nc(NC3CCCNC3)ncc2C(N)=O)c1,1
CHEMBL1086579,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1,1
CHEMBL1782566,COC1COCCC1NC1CCC(C(=O)N2CCN(c3cncc(C(F)(F)F)c3)CC2)(C(C)C)C1,1
CHEMBL550308,O=C(NCc1ccc(O)cc1Cl)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
CHEMBL3415596,Cc1cc(C(C)(C)O)cc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)n1,1
CHEMBL3093960,CCCCN(CC)CCCCCc1ccc(Cl)cc1,1
CHEMBL3605125,CC(C)(O)CCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL561324,COc1ccc2c(c1)OC(c1ccc(OCCCN3CCCC3)cc1)C(C)S2(=O)=O,1
CHEMBL493712,CS(=O)(=O)Nc1ccc(OCC(O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2cccc(O)c2)cc1,1
CHEMBL214983,O=C1CN(CCc2ccc(F)cc2)CCN1C1CCc2cc(Cn3ccnc3)ccc2C1,1
CHEMBL1956988,Cc1nc2ccc(Oc3ccc(F)cc3)nc2c(=O)n1CC1CCCN(C(C)C)C1,1
CHEMBL444136,O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6cnccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,1
CHEMBL1957718,CCC1(c2cccc(NS(C)(=O)=O)c2)C2CN(CC3Cc4ccccc4C3)CC21,1
CHEMBL3609638,COc1cc(-c2cn(C3CCc4c(F)cc(F)cc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,1
CHEMBL2440459,COC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,1
CHEMBL1809073,CNCC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c(OC)c2)CC1,1
CHEMBL3582314,c1ccc2c3c([nH]c2c1)C(C1CCCCC1)NC(c1nc(-c2ccncc2)c[nH]1)C3,1
CHEMBL210537,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2)c1,1
CHEMBL1091774,CC(c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12,1
CHEMBL410885,O=C(c1ccncn1)N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1,1
CHEMBL2315933,Nc1cccnc1C1CCC(N2CC(NC(=O)CNc3ncnc4ccc(C(F)(F)F)cc34)C2)CC1,1
CHEMBL492438,CS(=O)(=O)Nc1ccc(OCC(O)CNCCc2ccc(Cl)c(Cl)c2)cc1,1
CHEMBL3237558,NC(=O)c1nnc(NC2CCCCC2N)cc1Nc1cccc(C2CC2)n1,1
CHEMBL583465,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(Cl)cc2)cc1,1
CHEMBL519418,CN(C)C1CCCC1Nc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,1
CHEMBL3330652,O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F,1
CHEMBL557110,O=C1N(CCN2CCCC(OCc3ccccc3)C2)CCN1c1cccc(Cl)c1,1
CHEMBL1092377,CC(c1ncccc1F)c1c(CCN(C)C)sc2ccccc12,1
CHEMBL3582321,Cc1nc(C2(c3cnn(CC4CC4)c3)NC(c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,1
CHEMBL2146851,N#Cc1ccc(CCN2CCN(CCc3ccc4nonc4c3)CC2)cc1,1
CHEMBL539863,Cc1cccc(NC(=N)c2ccc(-c3ccc(Cl)cc3)o2)c1,1
CHEMBL564741,CC(c1cccc(C(F)(F)F)c1)N1CCN(CCN2Cc3ccccc3C2)C1=O,1
CHEMBL1236904,Cc1cc(CN2CCN(c3c(Br)cnc4nc(-c5ccc(N6CCN(C)CC6)cc5)[nH]c34)CC2)no1,1
CHEMBL221238,COC(=O)N(NC(=O)c1c(CN2CCN(C3CCSCC3)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1
CHEMBL1086480,CN1CC2CC1CN2c1ccc(-c2ccc3[nH]ccc3c2)cn1,1
CHEMBL252430,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)c1cccnc1,1
CHEMBL563274,CN(CCN1CCN(c2cccc(Cl)c2)C1=O)CC12CCC(CC1)C2(C)C,1
CHEMBL519252,O=C(C1CC1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cn[nH]c3)cc(C(F)(F)F)c2)CC1,1
CHEMBL2146878,N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1OC(F)(F)F,1
CHEMBL258063,CNCc1cc(C#N)ccc1Oc1ccc(Cl)cc1Cl,1
CHEMBL3319003,COc1cnc2ccc(=O)n(CCN3CCC(c4c[nH]c5ccc(C#N)cc45)CC3)c2c1,1
CHEMBL3618324,COc1cc(-n2cnn3cc(-c4ccc(Cl)cc4)cc3c2=O)ccc1OCCN1CCCC1,1
CHEMBL2324247,c1ccc(OCc2cccc(COc3ccccc3)n2)cc1,1
CHEMBL1760237,COc1ccc(C2CN(CCc3ccc(OC)c(OC)c3)CC2CCNC(=O)c2cccc(Cl)c2)cc1,1
CHEMBL404363,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6nc(C(F)(F)F)oc6c5CC4)n3C)cccc2n1,1
CHEMBL455681,Cn1c(-c2ccc(OC3CCN(C4CCCC4)CC3)cc2)nc2ccccc2c1=O,1
CHEMBL2403316,O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3ccccc3)cc12,1
CHEMBL1951431,CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2ncn(Cc3ccnc4ccccc34)c(=O)c21,1
CHEMBL3092629,CN1Cc2cccc(Oc3ncccc3NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2C1C(C)(C)C,1
CHEMBL3086037,O=C(NC(c1ccncc1)c1ccc(Cl)cc1)C1CCC(N2CCOCC2)CC1c1ccc(Br)cc1,1
CHEMBL453880,CNCc1ccc(Cl)cc1Oc1ccc(F)c(C(F)(F)F)c1,1
CHEMBL3605143,CC(C)CCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL1091163,OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCCOCC1,1
CHEMBL559060,Fc1ccc(Cn2c(N3CCC(NCC4CCOCC4)CC3)nc3ccccc32)cc1,1
CHEMBL472363,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
CHEMBL1762810,COC1CCN(Cc2csc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)n2)CC1,1
CHEMBL558468,COc1ccc(Cn2c(N3CCC(N(C)C)CC3)nc3ccccc32)cc1,1
CHEMBL1257820,NC(=O)c1cccc(OC2CC3CCC(C2)N3CCCc2ccccc2)c1,1
CHEMBL469376,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)C(C)C3)cccc2n1,1
CHEMBL2012030,Nc1ccnc(Nc2ccc(Oc3ccc(C4CC4)cc3)cc2)n1,1
CHEMBL384400,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(Cl)cc3)CC1=O)C2,1
CHEMBL258132,CN(C)C(=O)C(N)c1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,1
CHEMBL482058,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1
CHEMBL3354702,CC(C)(C)COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccn3)ccc1O2,1
CHEMBL447183,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,1
CHEMBL375019,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1
CHEMBL551269,CN1C(=O)C=CC2(C)C3CCC4(C)C(O)/C(=C/c5cncnc5)CC4C3CCC12,1
CHEMBL553238,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccc(Cl)cc1,1
CHEMBL1642471,O=c1cc(OCc2ccccc2F)ccn1-c1ccc(OCCN2CCCC2)cc1,1
CHEMBL1098847,CC(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21,1
CHEMBL1095990,CC(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21,1
CHEMBL1829612,COc1ccc(C2CCC(N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1,1
CHEMBL256016,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C(C)C)oc4cc3CC2)n1C,1
CHEMBL167779,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,1
CHEMBL559329,O=C(NCC1CCCCC1O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
CHEMBL564243,O=C(NCC1CCCCC1O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
CHEMBL3289444,CC(C)OC(=O)N1CCC(C)(CN2CCC3(CC2)CN(S(C)(=O)=O)c2ncccc23)CC1,1
CHEMBL2387265,O=c1cc(-c2ccccc2)c2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2o1,1
CHEMBL2146755,O=[N+]([O-])c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,1
CHEMBL225336,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Nc5ccccc5)c4)n[nH]c2-3)CC1,1
CHEMBL2179804,C=CC(=O)N1CCCC(n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)cc4)c3)c3c(N)ncnc32)C1,1
CHEMBL2022867,c1ccc(-n2cc(-c3ccnc4ccccc34)cn2)cc1,1
CHEMBL567419,CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,1
CHEMBL3218997,CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4-c4ccc(F)cc4)cc3)CC2)c1,1
CHEMBL558456,CC1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)NCc3ccccc3)cc2)cc1,1
CHEMBL257517,COc1ccc(-c2nc(CCOc3cccc(CC4C(=O)N(c5ccc(C(C)(C)C)cc5)C4C(=O)O)c3)c(C)o2)cc1,1
CHEMBL1956996,Cc1nc2ccc(Oc3ccc(F)c4cccnc34)nc2c(=O)n1CC1CCCN(C(C)C)C1,1
CHEMBL2409310,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1C1CCN(C)CC1,1
CHEMBL1761520,COCCCc1cc(CN(C(=O)C2CNCCC2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCN(C)C)c1,1
CHEMBL256818,CNCc1ccccc1Oc1ccc(Cl)cc1OC,1
CHEMBL573216,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncn1)CC2,1
CHEMBL253022,CCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,1
CHEMBL2325210,C[n+]1c(C#Cc2ccccc2)cccc1C#Cc1ccccc1,1
CHEMBL2012267,Cc1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,1
CHEMBL384000,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCC3CCCCC3)CC1=O)C2,1
CHEMBL256471,Cc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,1
CHEMBL379690,CC(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,1
CHEMBL549894,CC(C)N1CCN(CCN2CCN(c3cccc(OC(F)(F)F)c3)C2=O)CC1,1
CHEMBL1835150,NC(=O)c1cnc(NC(C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3ccc(N)nc3)ccc12,1
CHEMBL217233,O=C1COc2ccc(CN3CCC(NC(=O)c4cc(=O)c5ccc(F)cc5o4)CC3)cc2N1,1
CHEMBL3410223,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(OC(F)(F)F)cc1,1
CHEMBL566880,CO/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,1
CHEMBL1085806,CN1CC2CC1CN2c1ncc(-c2ccc3sccc3c2)cn1,1
CHEMBL1809046,COc1cc(C2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,1
CHEMBL2207518,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cn(C)nc5C)nc34)CC2)no1,1
CHEMBL1771095,Cc1cnc(N2CCC(C3CCN(c4cc(C#N)nc(C)n4)CC3)CC2)cn1,1
CHEMBL495573,COc1cccc2cc3n(c12)CCN(CCCCN1CCn2c(cc4ccccc42)C1=O)C3,1
CHEMBL2208427,COc1cc(C(=O)NCC(O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)ccc1N,1
CHEMBL445212,CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1,1
CHEMBL392770,OCC1(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CCCC1,1
CHEMBL558058,CN(CCN1CCN(c2cccc(C(F)(F)F)c2)C1=O)CC12CCC(CC1)C2(C)C,1
CHEMBL2031980,COc1c(C(C)(C)C)cc(C(=O)NCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1C(C)(C)C,1
CHEMBL2031969,CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1,1
CHEMBL2036749,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(CC2CCCNC2)CC1,1
CHEMBL2012265,Cc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,1
CHEMBL569832,CCNS(=O)(=O)c1ccc(-c2ccc(CCN3CCCC3C)cc2)cc1,1
CHEMBL2146865,CC(CN1CCN(CCc2ccc([N+](=O)[O-])cc2)CC1)c1ccc([N+](=O)[O-])cc1,1
CHEMBL1289169,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2CO)c1,1
CHEMBL1288674,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4c(Cl)cccc4Cl)CC3)CC2)cc1,1
CHEMBL2036773,CCN1CCOC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1
CHEMBL3221495,CCOCC(Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(Cl)cn1,1
CHEMBL2333615,CN1CCC(COCc2cc(C(F)(F)F)cc(C3CC3)n2)(c2cccc(F)c2)CC1,1
CHEMBL1649932,CCCC(=O)N1CCc2c(nc(C)n2C2CC3CCC(C2)N3CCC(NC(C)=O)c2cccc(F)c2)C1,1
CHEMBL255511,CC(C)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3cccc(C(=O)O)c3)CC2)C1,1
CHEMBL243859,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCCC4)n2C)CC3)no1,1
CHEMBL3422967,COc1cc(C)c2nccc(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL3590447,O=[N+]([O-])c1ccc(CCN(CCF)CCOc2ccc([N+](=O)[O-])cc2)cc1,1
CHEMBL2164368,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2c(F)cccc2C(=O)N1CCc1ccccn1,1
CHEMBL3596509,COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccncc4)CC3C)nc21,1
CHEMBL2043170,COc1cc(N2C(=O)N(c3ccc(-c4ccccc4C(=O)O)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1
CHEMBL3703220,NC1=NC2(CO1)c1cc(Br)ccc1OC(Cc1ccccc1)C21COC1,1
CHEMBL53661,O=C1NCCN1CCN1CCC(c2cn(C3CCCCC3)c3ccc(Cl)cc23)CC1,1
CHEMBL1910312,O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cnoc2)c2cccc(F)c12)C1CC1,1
CHEMBL524038,CCCN(CCc1ccc(Cl)c(Cl)c1)CC(O)COc1ccc(NS(C)(=O)=O)cc1,1
CHEMBL2022496,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1F,1
CHEMBL1910321,O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,1
CHEMBL479252,Cc1nc2ccc(F)cc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,1
CHEMBL221756,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Sc3ccc(C(=O)N(C)C)cc3)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
CHEMBL1091782,CC(c1cscn1)c1c(CCN(C)C)sc2ccccc12,1
CHEMBL3627896,Cc1ncn(-c2cc(Cl)c(C(=O)NCC(c3cccc(F)c3)c3nc4c(C)cc(Cl)cc4[nH]3)c(Cl)c2)n1,1
CHEMBL3422768,COC(=O)c1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL1289936,O=C1OC2(CCC(c3nc4cc(C(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccn1,1
CHEMBL497054,Fc1ccc2c(C3CNCCC3F)c(-c3ccsc3)[nH]c2c1,1
CHEMBL3310484,Fc1cc(C(CC2CNC2)Oc2ccccc2F)ccc1Cl,1
CHEMBL1761673,COCCCc1cc(CN(C(=O)C2CNCCC2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2CC2C(=O)NS(C)(=O)=O)c1,1
CHEMBL1779008,COc1cc(F)ccc1-c1cncc(CNC(C)C)c1,1
CHEMBL218038,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCC(C(=O)O)C2)c1,1
CHEMBL1834785,Cn1nc(NCC(=O)NC2CN(C3CCC(c4ccccc4)CC3)C2)c2cc(C(F)(F)F)ccc21,1
CHEMBL3121096,O=C1NN=C(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C2CC12,1
CHEMBL1173018,Cc1cccc(N2CCN(CCCCCCN3CCN(c4ccccn4)CC3)CC2)c1,1
CHEMBL1083615,CN1CC2CC1CN2c1ccc(-c2ccc3cc[nH]c3c2)nn1,1
CHEMBL201362,COc1ccc(OC(F)(F)F)cc1CNC1CCC2CCC1(c1ccccc1)N2,1
CHEMBL1290706,O=C1OC2(CCN(c3nc4cc(C(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1,1
CHEMBL3359751,COC(C)(C)COc1cnc2c(c1)C1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,1
CHEMBL3605122,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCCCCO)nc56)(CC3)OC4)nc2N1,1
CHEMBL1760234,COc1ccc(C2CN(CCc3ccc(OC)c(OC)c3)CC2CC(=O)Nc2cccc(Cl)c2)cc1,1
CHEMBL3290012,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,1
CHEMBL2333617,CN(C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCNCC2)n1,1
CHEMBL3422015,CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)C3C)co1,1
CHEMBL486738,Nc1ccccc1NC(=O)c1ccc(N2CCC3(CC2)CNCc2ccccc23)nc1,1
CHEMBL3703304,CC#Cc1cncc(-c2cc3c(cc2F)OCC2(CC2)C32COC(N)=N2)c1,1
CHEMBL253024,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)C1CC1,1
CHEMBL1080789,O=C(c1cccc(Cl)c1Cl)N(CCC1CC1)C1CCNC1,1
CHEMBL3086041,O=C(NC(c1ccc(Cl)cc1)c1ccc(F)cn1)C1CCC(N2CCOCC2)CC1c1ccc(Br)cc1,1
CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1
CHEMBL2041175,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc4scnc4c3)cc1)C(=O)N2c1cc(O)ncn1,1
CHEMBL3415583,Cc1cc(C)nc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)c1,1
CHEMBL3112960,NCC1(c2cccc(Cl)c2)CCC(n2nc(-c3cccnc3)ccc2=O)CC1,1
CHEMBL2069928,c1cncc(-c2ccc(-c3noc(C4CN5CCC4CC5)n3)o2)c1,1
CHEMBL257536,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4c(cc3CC2)OCC(=O)N4)n1C,1
CHEMBL1762805,COCCN(C)Cc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1,1
CHEMBL3318993,Cc1cc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(F)cc54)CC3)nc2cc1Cl,1
CHEMBL2012273,Fc1c(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cccc1C(F)(F)F,1
CHEMBL1823049,COC(=O)N1CC(Oc2cccc(F)c2)CC1C(=O)N1CCCN(C2CCC2)CC1,1
CHEMBL1833986,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12,1
CHEMBL3354689,CC(C)(C)C#Cc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,1
CHEMBL2164359,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1Cc1ccc(C(F)(F)F)cn1,1
CHEMBL3706574,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,1
